date,target_type,target,horizon,direction,info_type,title,source_url,publisher,strength,confidence,source_weight,event_tag,publish_datetime
2025-01-18,stock,603619.SH,mid,bullish,announcement,中曼石油关于油田项目勘探开发进展的公告,https://data.eastmoney.com/notices/detail/603619/AN202501171642298303.html,东财公告,4,0.82,1.0,contract_win,2025-01-17T16:42:29
2025-01-23,stock,600160.SH,mid,bullish,announcement,巨化股份2024年度业绩预增公告,https://data.eastmoney.com/notices/detail/600160/AN202501221642458142.html,东财公告,4,0.82,1.0,earnings_positive,2025-01-22T16:42:45
2025-03-07,stock,603619.SH,mid,bullish,announcement,中曼石油关于控股股东增持股份暨权益变动触及1%整数倍的提示性公告,https://data.eastmoney.com/notices/detail/603619/AN202503061644115037.html,东财公告,4,0.82,1.0,share_increase,2025-03-06T16:44:11
2025-12-01,stock,000973.SZ,short,bearish,announcement,1佛山佛塑科技集团股份有限公司关于佛山佛塑科技集团股份有限公司发行股份购买资产并募集配套资金申请的审核问询函的回复(三次修订稿),https://data.eastmoney.com/notices/detail/000973/AN202512011791844864.html,eastmoney_notice,3,0.74,1.0,regulatory_negative,
2025-12-01,stock,000973.SZ,short,bearish,announcement,2华泰联合证券有限责任公司关于佛山佛塑科技集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易申请的审核问询函回复之专项核查意见,https://data.eastmoney.com/notices/detail/000973/AN202512011791844865.html,eastmoney_notice,3,0.74,1.0,regulatory_negative,
2025-12-01,stock,000973.SZ,short,bearish,announcement,3华兴会计师事务所(特殊普通合伙)关于佛山佛塑科技集团股份有限公司发行股份购买资产并募集配套资金申请的审核问询函回复之专项核查意见,https://data.eastmoney.com/notices/detail/000973/AN202512011791844866.html,eastmoney_notice,3,0.74,1.0,regulatory_negative,
2025-12-01,stock,000973.SZ,mid,neutral,announcement,4北京大成律师事务所关于佛山佛塑科技集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易之补充法律意见书(二)(二次修订稿),https://data.eastmoney.com/notices/detail/000973/AN202512011791842754.html,eastmoney_notice,2,0.62,1.0,,
2025-12-01,stock,000973.SZ,short,bearish,announcement,5中联国际房地产土地资产评估咨询(广东)有限公司关于佛山佛塑科技集团股份有限公司发行股份购买资产并募集配套资金申请的审核问询函的回复之专项核查意见,https://data.eastmoney.com/notices/detail/000973/AN202512011791842755.html,eastmoney_notice,3,0.74,1.0,regulatory_negative,
2025-12-01,stock,002812.SZ,short,neutral,announcement,恩捷股份:关于筹划发行股份购买资产并募集配套资金事项的停牌公告,https://data.eastmoney.com/notices/detail/002812/AN202511301791216152.html,eastmoney_notice,2,0.62,1.0,trading_halt,
2025-12-01,stock,603090.SH,mid,neutral,announcement,宏盛股份:投资者问答,https://data.eastmoney.com/notices/detail/603090/AN202512011791903282.html,eastmoney_notice,2,0.62,1.0,,
2025-12-01,stock,603163.SH,mid,neutral,announcement,圣晖集成:-2025年11月投资者关系活动记录表,https://data.eastmoney.com/notices/detail/603163/AN202512011791857149.html,eastmoney_notice,2,0.62,1.0,,
2025-12-01,stock,603667.SH,mid,neutral,announcement,五洲新春:2025年11月投资者关系活动记录表,https://data.eastmoney.com/notices/detail/603667/AN202512011791925081.html,eastmoney_notice,2,0.62,1.0,,
2025-12-01,stock,603922.SH,mid,neutral,announcement,金鸿顺:苏州金鸿顺汽车部件股份有限公司章程(修订稿2025年11月修订),https://data.eastmoney.com/notices/detail/603922/AN202511301791216128.html,eastmoney_notice,2,0.62,1.0,,
2025-12-01,stock,603922.SH,mid,neutral,announcement,金鸿顺:金鸿顺2025年第一次临时股东大会会议资料,https://data.eastmoney.com/notices/detail/603922/AN202511301791216114.html,eastmoney_notice,2,0.62,1.0,,
2025-12-01,stock,603922.SH,mid,neutral,announcement,金鸿顺:金鸿顺关于2025年第一次临时股东大会增加临时提案暨股东大会补充通知的公告,https://data.eastmoney.com/notices/detail/603922/AN202511301791216105.html,eastmoney_notice,2,0.62,1.0,,
2025-12-01,stock,605007.SH,mid,neutral,announcement,五洲特纸:五洲特种纸业集团股份有限公司关于“特纸转债”2025年付息的公告,https://data.eastmoney.com/notices/detail/605007/AN202511301791216113.html,eastmoney_notice,2,0.62,1.0,,
2025-12-01,stock,605007.SH,mid,bullish,announcement,五洲特纸:五洲特种纸业集团股份有限公司关于为控股子公司提供担保的进展公告,https://data.eastmoney.com/notices/detail/605007/AN202511301791216111.html,eastmoney_notice,3,0.74,1.0,,
2025-12-02,stock,000559.SZ,mid,neutral,announcement,万向钱潮:万向钱潮投资者关系活动记录表（2025年12月1日）,https://data.eastmoney.com/notices/detail/000559/AN202512021792552529.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,2-1重大资产重组报告书(上会稿)(佛山佛塑科技集团股份有限公司),https://data.eastmoney.com/notices/detail/000973/AN202512021792588746.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,3-1独立财务顾问报告(上会稿)(佛山佛塑科技集团股份有限公司),https://data.eastmoney.com/notices/detail/000973/AN202512021792588745.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,3-2法律意见书(上会稿)(佛山佛塑科技集团股份有限公司),https://data.eastmoney.com/notices/detail/000973/AN202512021792588747.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,佛塑科技:佛塑科技关于发行股份及支付现金购买资产并募集配套资金暨关联交易报告书(草案)(上会稿)修订说明的公告,https://data.eastmoney.com/notices/detail/000973/AN202512011792031333.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,佛塑科技:佛塑科技关于深圳证券交易所审核公司发行股份及支付现金购买资产并募集配套资金暨关联交易事项会议安排的公告,https://data.eastmoney.com/notices/detail/000973/AN202512011792031336.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,佛塑科技:佛山佛塑科技集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书(草案)(上会稿),https://data.eastmoney.com/notices/detail/000973/AN202512011792031330.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,佛塑科技:佛山佛塑科技集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书(草案)(摘要)(上会稿),https://data.eastmoney.com/notices/detail/000973/AN202512011792031331.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,佛塑科技:北京大成律师事务所关于佛山佛塑科技集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易之法律意见书,https://data.eastmoney.com/notices/detail/000973/AN202512011792031339.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,佛塑科技:华泰联合证券有限责任公司关于佛山佛塑科技集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告(上会稿),https://data.eastmoney.com/notices/detail/000973/AN202512011792031338.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,000973.SZ,mid,neutral,announcement,深交所并购重组审核委员会2025年第13次审议会议公告,https://data.eastmoney.com/notices/detail/000973/AN202512021792589707.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002009.SZ,mid,neutral,announcement,天奇股份:002009天奇股份投资者关系管理信息20251202,https://data.eastmoney.com/notices/detail/002009/AN202512021792359602.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002163.SZ,mid,neutral,announcement,海南发展:关于控股子公司深圳市三鑫科技发展有限公司以持有北京三鑫晶品装饰工程有限公司股权及债权作价置换资产事项暨关联交易的公告,https://data.eastmoney.com/notices/detail/002163/AN202512011791986483.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002163.SZ,mid,neutral,announcement,海南发展:北京三鑫晶品装饰工程有限公司审计报告,https://data.eastmoney.com/notices/detail/002163/AN202512011791986479.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002163.SZ,mid,neutral,announcement,海南发展:深圳市三鑫科技发展有限公司拟实施股权及债权置换房地产涉及北京三鑫晶品装饰工程有限公司97.9119%股权价值资产评估报告,https://data.eastmoney.com/notices/detail/002163/AN202512011791986480.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002163.SZ,mid,neutral,announcement,海南发展:深圳市三鑫科技发展有限公司拟实施股权及债权置换房地产涉及海控江东广场B13房以及豪庭铭苑5-1-13A01、3-2-13A01房三项在建房地产市场价值资产评估报告,https://data.eastmoney.com/notices/detail/002163/AN202512011791986482.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002163.SZ,mid,neutral,announcement,海南发展:第八届董事会第二十九次会议决议公告,https://data.eastmoney.com/notices/detail/002163/AN202512011791986478.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002169.SZ,mid,neutral,announcement,智光电气:关于变更签字注册会计师的公告,https://data.eastmoney.com/notices/detail/002169/AN202512011791943537.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002283.SZ,mid,bullish,announcement,天润工业:关于回购公司股份的进展公告,https://data.eastmoney.com/notices/detail/002283/AN202512011791889773.html,eastmoney_notice,4,0.82,1.0,share_increase,
2025-12-02,stock,002357.SZ,mid,neutral,announcement,富临运业:2025年第四次临时股东会决议公告,https://data.eastmoney.com/notices/detail/002357/AN202512011791950862.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002357.SZ,mid,neutral,announcement,富临运业:2025年第四次临时股东会法律意见书,https://data.eastmoney.com/notices/detail/002357/AN202512011791950879.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002357.SZ,mid,neutral,announcement,富临运业:关于子公司为子公司提供担保的公告,https://data.eastmoney.com/notices/detail/002357/AN202512011791950907.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,002374.SZ,mid,bullish,announcement,中锐股份:关于2024年度回购公司股份的进展公告,https://data.eastmoney.com/notices/detail/002374/AN202512011791935199.html,eastmoney_notice,4,0.82,1.0,share_increase,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:信息披露事务管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885112.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:信息披露暂缓与豁免业务管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885117.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:全面预算管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885114.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:关于修订《公司章程》及公司相关治理制度的公告,https://data.eastmoney.com/notices/detail/600538/AN202512011791885097.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:关于取消监事会的公告,https://data.eastmoney.com/notices/detail/600538/AN202512011791885101.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:关于召开公司2025年第三次临时股东大会的通知,https://data.eastmoney.com/notices/detail/600538/AN202512011791885119.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:关于注销全资子公司的公告,https://data.eastmoney.com/notices/detail/600538/AN202512011791885092.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:关于购买董责险的公告,https://data.eastmoney.com/notices/detail/600538/AN202512011791885120.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:关于防范控股股东或实际控制人及其关联方占用公司资金管理办法(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885105.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:内幕信息知情人登记管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885121.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:内部审计制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885118.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:内部控制管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885085.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:内部控制缺陷认定标准(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885098.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:分公司、子公司管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885108.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:发展战略管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885084.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:国发股份公司章程(2025年12月修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885088.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:国发股份公司章程修订对照稿,https://data.eastmoney.com/notices/detail/600538/AN202512011791885113.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:对外信息报送与使用管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885091.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:年报信息披露重大差错责任追究制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885103.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:总裁工作细则(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885110.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:投资者关系管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885102.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:无形资产管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885090.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:独立董事年报工作制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885122.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:社会责任管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885107.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:第十一届董事会第二十次会议决议公告,https://data.eastmoney.com/notices/detail/600538/AN202512011791885111.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:筹资管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885106.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:组织结构管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885104.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:舆情管理制度2025年修订,https://data.eastmoney.com/notices/detail/600538/AN202512011791885100.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:董事、高级管理人员所持本公司股份及其变动管理制度,https://data.eastmoney.com/notices/detail/600538/AN202512011791885086.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:董事会审计委员会工作细则(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885109.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:董事会审计委员会年度审计工作规程(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885094.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:董事会战略委员会工作细则(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885096.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:董事会提名委员会工作细则(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885115.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:董事会秘书工作制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885116.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:董事会薪酬与考核委员会工作细则(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885093.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,short,neutral,announcement,国发股份:财务总监管理办法(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885087.html,eastmoney_notice,2,0.62,1.0,regulatory_negative,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:财务报告编制与披露管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885095.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:资产损失管理制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885099.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600538.SH,mid,neutral,announcement,国发股份:重大事项报告制度(2025年修订),https://data.eastmoney.com/notices/detail/600538/AN202512011791885089.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600641.SH,mid,neutral,announcement,先导基电:上海先导基电科技股份有限公司2025年第三次临时股东会决议公告,https://data.eastmoney.com/notices/detail/600641/AN202512011791927178.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600641.SH,mid,neutral,announcement,先导基电:上海先导基电科技股份有限公司关于开展套期保值业务和衍生品交易业务的公告,https://data.eastmoney.com/notices/detail/600641/AN202512011791927179.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600641.SH,mid,neutral,announcement,先导基电:上海先导基电科技股份有限公司关于租赁设备暨关联交易的公告,https://data.eastmoney.com/notices/detail/600641/AN202512011791927173.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600641.SH,mid,neutral,announcement,先导基电:上海先导基电科技股份有限公司关于购买董责险的公告,https://data.eastmoney.com/notices/detail/600641/AN202512011791927175.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600641.SH,mid,neutral,announcement,先导基电:上海先导基电科技股份有限公司第十二届董事会临时会议决议公告,https://data.eastmoney.com/notices/detail/600641/AN202512011791927177.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600641.SH,mid,neutral,announcement,先导基电:上海先导基电科技股份有限公司金融衍生品交易业务管理制度(2025年11月修订),https://data.eastmoney.com/notices/detail/600641/AN202512011791927174.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,600641.SH,mid,neutral,announcement,先导基电:国浩律师(上海)事务所关于上海先导基电科技股份有限公司2025年第三次临时股东会的法律意见书,https://data.eastmoney.com/notices/detail/600641/AN202512011791927176.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,603045.SH,short,bearish,announcement,福达合金:关于延期回复上海证券交易所《关于对福达合金材料股份有限公司重大资产购买暨关联交易草案的问询函》的公告,https://data.eastmoney.com/notices/detail/603045/AN202512011791888893.html,eastmoney_notice,4,0.82,1.0,regulatory_negative,
2025-12-02,stock,603197.SH,mid,neutral,announcement,保隆科技:保隆科技关于为控股子公司提供担保的公告,https://data.eastmoney.com/notices/detail/603197/AN202512011791912565.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,603197.SH,mid,neutral,announcement,保隆科技:保隆科技关于提前归还部分用于临时补充流动资金的闲置募集资金的公告,https://data.eastmoney.com/notices/detail/603197/AN202512011791912564.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,605007.SH,mid,bearish,announcement,五洲特纸:五洲特种纸业集团股份有限公司股东减持股份结果公告,https://data.eastmoney.com/notices/detail/605007/AN202512011791885728.html,eastmoney_notice,4,0.82,1.0,share_reduction,
2025-12-02,stock,605033.SH,mid,neutral,announcement,美邦股份:陕西美邦药业集团股份有限公司2025年前三季度权益分派实施公告,https://data.eastmoney.com/notices/detail/605033/AN202512011791922594.html,eastmoney_notice,2,0.62,1.0,,
2025-12-02,stock,605033.SH,mid,neutral,announcement,美邦股份:陕西美邦药业集团股份有限公司关于使用暂时闲置募集资金进行现金管理到期赎回的公告,https://data.eastmoney.com/notices/detail/605033/AN202512011791922595.html,eastmoney_notice,2,0.62,1.0,,
2025-12-03,stock,000779.SZ,mid,bullish,announcement,甘咨询:甘肃工程咨询集团股份有限公司关于使用暂时闲置募集资金进行现金管理的进展公告,https://data.eastmoney.com/notices/detail/000779/AN202512021792614273.html,eastmoney_notice,3,0.74,1.0,,
2025-12-03,stock,000859.SZ,short,bearish,announcement,国风新材:关于股票交易异常波动的公告,https://data.eastmoney.com/notices/detail/000859/AN202512021792609912.html,eastmoney_notice,4,0.82,1.0,,
2025-12-03,stock,000973.SZ,mid,neutral,announcement,佛塑科技:佛塑科技关于收到深圳证券交易所并购重组审核委员会审核公司发行股份及支付现金购买资产并募集配套资金暨关联交易事项会议安排的公告,https://data.eastmoney.com/notices/detail/000973/AN202512021792623604.html,eastmoney_notice,2,0.62,1.0,,
2025-12-03,stock,001330.SZ,mid,bullish,announcement,博纳影业:关于公司对全资子公司提供担保的进展公告,https://data.eastmoney.com/notices/detail/001330/AN202512021792574537.html,eastmoney_notice,3,0.74,1.0,,
2025-12-03,stock,002163.SZ,mid,bullish,announcement,海南发展:关于申请控股子公司海控三鑫(蚌埠)新能源材料有限公司破产清算的进展公告,https://data.eastmoney.com/notices/detail/002163/AN202512021792548852.html,eastmoney_notice,3,0.74,1.0,,
2025-12-03,stock,002519.SZ,mid,neutral,announcement,银河电子:关于公司股价异动的公告,https://data.eastmoney.com/notices/detail/002519/AN202512021792541249.html,eastmoney_notice,2,0.62,1.0,,
2025-12-03,stock,002638.SZ,mid,bullish,announcement,勤上股份:关于使用部分闲置募集资金及闲置自有资金进行现金管理的进展公告,https://data.eastmoney.com/notices/detail/002638/AN202512021792577120.html,eastmoney_notice,3,0.74,1.0,,
2025-12-03,stock,600629.SH,mid,bullish,announcement,华建集团:华东建筑集团股份有限公司关于下属公司签订日常经营合同的公告,https://data.eastmoney.com/notices/detail/600629/AN202512021792558108.html,eastmoney_notice,4,0.82,1.0,,
2025-12-03,stock,600641.SH,mid,neutral,announcement,先导基电:2025年第三季度业绩说明会会议纪要,https://data.eastmoney.com/notices/detail/600641/AN202512031793238911.html,eastmoney_notice,2,0.62,1.0,,
2025-12-03,stock,605255.SH,mid,neutral,announcement,天普股份:天普股份关于控制权转让事项投资者说明会召开情况的公告,https://data.eastmoney.com/notices/detail/605255/AN202512021792614317.html,eastmoney_notice,2,0.62,1.0,,
2025-12-03,stock,605255.SH,short,bearish,announcement,天普股份:天普股份关于股票交易停牌核查结果及股票交易风险提示暨复牌的公告,https://data.eastmoney.com/notices/detail/605255/AN202512021792614318.html,eastmoney_notice,3,0.74,1.0,trading_halt,
2025-12-04,stock,000016.SZ,mid,bullish,announcement,深康佳Ａ:关于非公开协议转让武汉天源集团股份有限公司部分股份暨关联交易的进展公告,https://data.eastmoney.com/notices/detail/000016/AN202512031793231610.html,eastmoney_notice,3,0.74,1.0,,
2025-12-04,stock,001203.SZ,mid,neutral,announcement,大中矿业:关于注销募集资金专户的公告,https://data.eastmoney.com/notices/detail/001203/AN202512031793240907.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,001896.SZ,mid,neutral,announcement,豫能控股:001896豫能控股投资者关系管理信息20251204,https://data.eastmoney.com/notices/detail/001896/AN202512041793896273.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,001896.SZ,mid,neutral,announcement,豫能控股:关于公司及子公司获配65万千瓦风电项目建设指标的自愿性信息披露公告,https://data.eastmoney.com/notices/detail/001896/AN202512031793247721.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,002196.SZ,mid,bullish,announcement,方正电机:关于向银行申请综合授信额度及相应担保事项的进展公告,https://data.eastmoney.com/notices/detail/002196/AN202512031793247723.html,eastmoney_notice,3,0.74,1.0,,
2025-12-04,stock,002196.SZ,mid,neutral,announcement,方正电机:关于对全资子公司方正电机(德清)有限公司增资的公告,https://data.eastmoney.com/notices/detail/002196/AN202512031793247722.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,002196.SZ,mid,neutral,announcement,方正电机:第八届董事会第二十九次会议决议公告,https://data.eastmoney.com/notices/detail/002196/AN202512031793247724.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,002768.SZ,mid,neutral,announcement,国恩股份:关于公司取得项目备案的公告,https://data.eastmoney.com/notices/detail/002768/AN202512031793162858.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,600538.SH,mid,neutral,announcement,国发股份:关于公司董事长姜烨先生辞任的公告,https://data.eastmoney.com/notices/detail/600538/AN202512031793167702.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,601777.SH,mid,neutral,announcement,千里科技:重庆千里科技股份有限公司2025年11月产销快报公告,https://data.eastmoney.com/notices/detail/601777/AN202512031793185264.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,603000.SH,mid,neutral,announcement,人民网:人民网股份有限公司关于公司法定代表人、总裁离任的公告,https://data.eastmoney.com/notices/detail/603000/AN202512031793157702.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,603103.SH,mid,neutral,announcement,横店影视:横店影视股份有限公司2025年第三季度业绩说明会交流记录,https://data.eastmoney.com/notices/detail/603103/AN202512041793844771.html,eastmoney_notice,2,0.62,1.0,,
2025-12-04,stock,605007.SH,mid,bullish,announcement,五洲特纸:五洲特种纸业集团股份有限公司关于为控股子公司提供担保的进展公告,https://data.eastmoney.com/notices/detail/605007/AN202512031793174400.html,eastmoney_notice,3,0.74,1.0,,
2025-12-05,stock,000021.SZ,mid,bearish,announcement,深科技:关于公司高管减持股份预披露公告,https://data.eastmoney.com/notices/detail/000021/AN202512041793906797.html,eastmoney_notice,4,0.82,1.0,share_reduction,
2025-12-05,stock,001330.SZ,short,bearish,announcement,博纳影业:股票交易异常波动公告,https://data.eastmoney.com/notices/detail/001330/AN202512041793911557.html,eastmoney_notice,4,0.82,1.0,,
2025-12-05,stock,001331.SZ,short,neutral,announcement,关于胜通能源股份有限公司股票临时停牌的公告,https://data.eastmoney.com/notices/detail/001331/AN202512051794275993.html,eastmoney_notice,2,0.62,1.0,trading_halt,
2025-12-05,stock,001331.SZ,short,neutral,announcement,胜通能源:胜通能源股份有限公司关于控股股东筹划重大事项停牌的公告,https://data.eastmoney.com/notices/detail/001331/AN202512051794344495.html,eastmoney_notice,2,0.62,1.0,trading_halt,
2025-12-05,stock,002169.SZ,mid,bullish,announcement,智光电气:关于公司及子公司向银行等金融机构申请综合授信额度及担保事项的进展公告,https://data.eastmoney.com/notices/detail/002169/AN202512041793828425.html,eastmoney_notice,3,0.74,1.0,,
