date,target_type,target,horizon,direction,strength,confidence,source_weight,title,source_url
2025-01-03,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:关于2024年第四季度可转换公司债券转股情况的公告,https://data.eastmoney.com/notices/detail/000630/AN202501021641511070.html
2025-01-03,stock,000630.SZ,mid,bullish,3,0.74,1.0,铜陵有色:关于控股子公司受限电政策影响的进展公告,https://data.eastmoney.com/notices/detail/000630/AN202501021641511061.html
2025-01-03,stock,000630.SZ,mid,bullish,4,0.82,1.0,铜陵有色:关于股份回购进展情况的公告,https://data.eastmoney.com/notices/detail/000630/AN202501021641511055.html
2025-01-08,stock,000630.SZ,mid,bullish,3,0.74,1.0,铜陵有色:关于为子公司开具保函的进展公告,https://data.eastmoney.com/notices/detail/000630/AN202501081641850376.html
2025-01-16,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:2025年第一次临时股东大会决议的公告,https://data.eastmoney.com/notices/detail/000630/AN202501151641937686.html
2025-01-16,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:安徽承义律师事务所关于铜陵有色金属集团股份有限公司召开2025年第一次临时股东大会的法律意见书,https://data.eastmoney.com/notices/detail/000630/AN202501151641937675.html
2025-02-06,stock,000630.SZ,mid,bullish,4,0.82,1.0,铜陵有色:关于股份回购进展情况的公告,https://data.eastmoney.com/notices/detail/000630/AN202502051642804531.html
2025-02-26,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:十届十八次董事会会议决议公告,https://data.eastmoney.com/notices/detail/000630/AN202502251643479841.html
2025-02-26,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:舆情管理制度,https://data.eastmoney.com/notices/detail/000630/AN202502251643479840.html
2025-03-06,stock,000630.SZ,mid,bullish,4,0.82,1.0,铜陵有色:关于股份回购进展情况的公告,https://data.eastmoney.com/notices/detail/000630/AN202503051644078598.html
2025-03-29,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:关于变更持续督导独立财务顾问主办人的公告,https://data.eastmoney.com/notices/detail/000630/AN202503281648673967.html
2025-03-29,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:关于控股子公司中铁建铜冠2024年度业绩快报的公告,https://data.eastmoney.com/notices/detail/000630/AN202503281648673968.html
2025-04-02,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:关于2025年第一季度可转换公司债券转股情况的公告,https://data.eastmoney.com/notices/detail/000630/AN202504011649930594.html
2025-04-02,stock,000630.SZ,mid,bullish,4,0.82,1.0,铜陵有色:关于股份回购进展情况的公告,https://data.eastmoney.com/notices/detail/000630/AN202504011649929536.html
2025-04-23,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:2024年年度审计报告,https://data.eastmoney.com/notices/detail/000630/AN202504221660614102.html
2025-04-23,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:2024年年度报告,https://data.eastmoney.com/notices/detail/000630/AN202504221660614132.html
2025-04-23,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:2024年年度报告摘要,https://data.eastmoney.com/notices/detail/000630/AN202504221660614085.html
2025-04-23,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:2024年度审计委员会履职暨对会计师事务所履行监督职责的总结报告,https://data.eastmoney.com/notices/detail/000630/AN202504221660614112.html
2025-04-23,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:2024年度独立董事述职报告(姚禄仕),https://data.eastmoney.com/notices/detail/000630/AN202504221660614124.html
2025-04-23,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:2024年度独立董事述职报告(尤佳),https://data.eastmoney.com/notices/detail/000630/AN202504221660614104.html
2025-04-23,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:2024年度独立董事述职报告(朱明),https://data.eastmoney.com/notices/detail/000630/AN202504221660614129.html
