date,target_type,target,horizon,direction,strength,confidence,source_weight,title,source_url
2023-01-05,stock,000630.SZ,short,bearish,3,0.74,1.0,000630:铜陵有色许可类重组问询函,https://data.eastmoney.com/notices/detail/000630/AN202301051581723886.html
2023-01-11,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:安徽承义律师事务所关于铜陵有色金属集团股份有限公司发行股份、可转换公司债券及支付现金购买资产并募集配套资金暨关联交易自查期间相关主体买卖股票情况的专项核查意见,https://data.eastmoney.com/notices/detail/000630/AN202301101581848324.html
2023-01-11,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:独立财务顾问关于铜陵有色金属集团股份有限公司发行股份、可转换公司债券及支付现金购买资产并募集配套资金暨关联交易自查期间相关主体买卖股票情况的核查意见,https://data.eastmoney.com/notices/detail/000630/AN202301101581848332.html
2023-01-11,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:铜陵有色金属集团股份有限公司关于发行股份、可转换公司债券及支付现金购买资产并募集配套资金暨关联交易相关内幕信息知情人买卖股票情况自查报告的公告,https://data.eastmoney.com/notices/detail/000630/AN202301101581848325.html
2023-01-12,stock,000630.SZ,short,bearish,4,0.82,1.0,铜陵有色:关于延期回复深圳证券交易所重组问询函的公告,https://data.eastmoney.com/notices/detail/000630/AN202301111581876493.html
2023-01-14,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:九届三十三次董事会会议决议公告,https://data.eastmoney.com/notices/detail/000630/AN202301131581976862.html
2023-01-14,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:关于2023年度日常关联交易预计的公告,https://data.eastmoney.com/notices/detail/000630/AN202301131581976860.html
2023-01-14,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:关于召开2023年第一次临时股东大会的通知公告,https://data.eastmoney.com/notices/detail/000630/AN202301131581976840.html
2023-01-14,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:关于现金收购铜陵铜冠能源科技有限公司100%股权暨关联交易的公告,https://data.eastmoney.com/notices/detail/000630/AN202301131581976849.html
2023-01-14,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:独立董事对九届三十三次董事会相关事项的事前认可及独立意见,https://data.eastmoney.com/notices/detail/000630/AN202301131581976841.html
2023-01-19,stock,000630.SZ,mid,bullish,3,0.74,1.0,铜陵有色:关于发行股份、可转换公司债券及支付现金购买资产并募集配套资金暨关联交易事项的进展公告,https://data.eastmoney.com/notices/detail/000630/AN202301191582153995.html
2023-01-19,stock,000630.SZ,short,bearish,3,0.74,1.0,铜陵有色:国泰君安证券股份有限公司、华泰联合证券有限责任公司关于深圳证券交易所《关于对铜陵有色金属集团股份有限公司的重组问询函》回复之核查意见,https://data.eastmoney.com/notices/detail/000630/AN202301181582124570.html
2023-01-19,stock,000630.SZ,short,bearish,3,0.74,1.0,铜陵有色:坤元资产评估有限公司关于深圳证券交易所《关于对铜陵有色金属集团股份有限公司的重组问询函》评估相关问题之回复,https://data.eastmoney.com/notices/detail/000630/AN202301181582124586.html
2023-01-19,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:安徽承义律师事务所关于铜陵有色金属集团股份有限公司发行股份、可转换公司债券及支付现金购买资产并募集配套资金暨关联交易之补充法律意见书,https://data.eastmoney.com/notices/detail/000630/AN202301181582124579.html
2023-01-19,stock,000630.SZ,short,bearish,3,0.74,1.0,铜陵有色:容诚会计师事务所(特殊普通合伙)关于深圳证券交易所《关于对铜陵有色金属集团股份有限公司的重组问询函》的回复之专项核查意见,https://data.eastmoney.com/notices/detail/000630/AN202301181582124587.html
2023-01-19,stock,000630.SZ,short,bearish,3,0.74,1.0,铜陵有色:浙江之源资产评估有限责任公司关于深圳证券交易所《关于对铜陵有色金属集团股份有限公司的重组问询函》之专项核查意见,https://data.eastmoney.com/notices/detail/000630/AN202301181582124569.html
2023-01-19,stock,000630.SZ,mid,neutral,2,0.62,1.0,铜陵有色:独立财务顾问关于铜陵有色金属集团股份有限公司发行股份、可转换公司债券及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告(修订稿),https://data.eastmoney.com/notices/detail/000630/AN202301181582124588.html
2023-01-19,stock,000630.SZ,short,bearish,3,0.74,1.0,铜陵有色:铜陵有色金属集团股份有限公司关于深圳证券交易所重组问询函回复的公告,https://data.eastmoney.com/notices/detail/000630/AN202301181582124589.html
