date,open,high,low,close,volume,amount,symbol
2021-03-12,8.47,8.57,8.34,8.56,23789.13,20121.253,002772.SZ
2021-03-15,8.55,8.6,8.45,8.59,22254.13,19025.792,002772.SZ
2021-03-16,8.62,8.7,8.56,8.69,24884.61,21457.416,002772.SZ
2021-03-17,8.72,9.18,8.71,9.14,110190.64,99417.556,002772.SZ
2021-03-18,9.0,9.05,8.86,9.01,64645.19,57802.735,002772.SZ
2021-03-19,8.9,9.12,8.89,9.05,50323.66,45367.341,002772.SZ
2021-03-22,9.05,9.12,8.97,9.1,45968.0,41645.761,002772.SZ
2021-03-23,9.1,9.15,8.95,9.12,48171.52,43575.773,002772.SZ
2021-03-24,9.11,9.42,9.1,9.31,72761.88,67578.947,002772.SZ
2021-03-25,9.35,9.89,9.3,9.42,110795.86,105937.709,002772.SZ
2021-03-26,9.22,9.22,8.91,9.13,103047.68,93441.683,002772.SZ
2021-03-29,9.05,9.18,8.99,9.03,50437.01,45796.694,002772.SZ
2021-03-30,9.01,9.07,8.91,8.93,42419.1,38035.74,002772.SZ
2021-03-31,8.94,9.02,8.82,8.98,33981.28,30366.737,002772.SZ
2021-04-01,8.97,9.03,8.85,8.87,34432.6,30708.199,002772.SZ
2021-04-02,8.82,8.85,8.63,8.74,38789.49,33847.678,002772.SZ
2021-04-06,8.75,8.81,8.74,8.77,23294.75,20443.621,002772.SZ
2021-04-07,8.78,9.06,8.77,9.04,53274.81,47720.535,002772.SZ
2021-04-08,9.0,9.04,8.91,8.97,28389.05,25501.441,002772.SZ
2021-04-09,9.03,9.08,8.98,9.07,28633.05,25879.302,002772.SZ
2021-04-12,9.1,9.24,8.91,8.92,36796.68,33270.583,002772.SZ
2021-04-13,8.83,9.8,8.82,9.43,133205.14,124112.552,002772.SZ
2021-04-14,9.41,9.42,9.14,9.25,99496.35,91774.992,002772.SZ
2021-04-15,9.19,9.31,9.06,9.08,51239.99,46829.351,002772.SZ
2021-04-16,9.07,9.15,8.98,9.13,44633.13,40541.544,002772.SZ
2021-04-19,9.13,9.19,9.06,9.18,47541.05,43465.458,002772.SZ
2021-04-20,9.17,9.25,9.06,9.06,50615.4,46312.488,002772.SZ
2021-04-21,8.78,8.78,8.22,8.25,142689.5,119853.087,002772.SZ
2021-04-22,8.29,8.35,8.18,8.19,54953.62,45359.018,002772.SZ
2021-04-23,8.16,8.2,7.95,8.07,63032.24,50755.712,002772.SZ
2021-04-26,8.04,8.08,7.93,7.95,34662.67,27704.16,002772.SZ
2021-04-27,7.97,8.0,7.79,7.84,33236.5,26187.704,002772.SZ
2021-04-28,7.83,7.94,7.8,7.91,24289.52,19159.537,002772.SZ
2021-04-29,7.86,7.93,7.86,7.89,18811.6,14861.054,002772.SZ
2021-04-30,7.92,7.92,7.76,7.8,26349.28,20626.561,002772.SZ
2021-05-06,7.83,7.93,7.8,7.91,24017.46,18932.081,002772.SZ
2021-05-07,7.92,7.93,7.86,7.9,22012.98,17365.688,002772.SZ
2021-05-10,7.9,7.92,7.83,7.91,19949.31,15714.783,002772.SZ
2021-05-11,7.9,8.1,7.86,8.08,35904.55,28828.152,002772.SZ
2021-05-12,8.07,8.18,7.98,8.15,33782.07,27363.894,002772.SZ
2021-05-13,8.09,8.09,8.02,8.05,21686.71,17460.968,002772.SZ
2021-05-14,8.04,8.12,8.03,8.1,23787.06,19250.906,002772.SZ
2021-05-17,8.1,8.11,7.99,8.0,22643.93,18136.55,002772.SZ
2021-05-18,8.01,8.01,7.88,7.9,24724.99,19592.55,002772.SZ
2021-05-19,7.9,7.94,7.86,7.9,16146.13,12737.03,002772.SZ
2021-05-20,7.86,7.86,7.75,7.75,18462.75,14359.332,002772.SZ
2021-05-21,7.78,7.94,7.75,7.85,21546.54,16950.722,002772.SZ
2021-05-24,7.89,7.94,7.83,7.9,18277.88,14379.287,002772.SZ
2021-05-25,7.9,7.93,7.85,7.91,21762.0,17185.159,002772.SZ
2021-05-26,7.94,7.95,7.88,7.93,20357.76,16132.952,002772.SZ
2021-05-27,7.93,7.98,7.9,7.97,21459.0,17048.053,002772.SZ
2021-05-28,7.95,7.97,7.89,7.9,19802.32,15674.186,002772.SZ
2021-05-31,7.9,7.9,7.83,7.87,17584.72,13823.186,002772.SZ
2021-06-01,7.89,7.96,7.87,7.95,24618.95,19529.468,002772.SZ
2021-06-02,7.95,7.98,7.88,7.9,24066.62,19065.405,002772.SZ
2021-06-03,7.95,7.96,7.89,7.89,19767.26,15663.225,002772.SZ
2021-06-04,7.92,8.04,7.88,7.95,25112.64,19978.982,002772.SZ
2021-06-07,7.95,7.97,7.85,7.86,21609.63,17042.668,002772.SZ
2021-06-08,7.87,7.93,7.83,7.89,15555.26,12246.11,002772.SZ
2021-06-09,7.9,7.91,7.87,7.89,12114.29,9555.277,002772.SZ
2021-06-10,7.91,7.91,7.82,7.83,25739.12,20206.312,002772.SZ
2021-06-11,7.83,7.86,7.78,7.81,17238.15,13481.678,002772.SZ
